59904,2019-03-31,Amanda Logan,Corporate Counsel,15 Bull Street,#200,Savannah,Ga,31401,2685,9125032826,8665914638,0,1,0,0,0,152,2,0,0,0,156,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6,0,0,0,1683.003205,7,0,0,0,232607,8,0,0,0,17,9A,0,0,0,1,9B,0,0,0,1,9C,0,0,0,1,10A,0,0,0,49.3492,10B,0,0,0,79.8034,10C,0,0,0,223.5667,10D,0,0,,150,10E,0,0,0,387,10F,0,0,0,231,10G,0,0,0,39,10H,0,0,0,33086.97,10I,0,0,0,352,TracyYoung,CEO
59905,2019-03-31,Amanda Logan,Corporate Counsel,15 Bull Street,#200,Savannah,Ga,31401,2685,9125032826,8665914638,0,1,0,0,0,108,2,0,0,0,109,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6,0,0,0,1234.752661,7,0,0,0,141355.46,8,0,0,0,31,9A,0,0,0,1,9B,0,0,0,1,9C,0,0,0,1,10A,0,0,0,49.0208,10B,0,0,0,84.6373,10C,0,0,0,217.8692,10D,0,0,,150,10E,0,0,0,286,10F,0,0,0,169,10G,0,0,0,22,10H,0,0,0,15384.81,10I,0,0,0,243,TracyYoung,CEO
59908,2019-03-31,Amanda Logan,Corporate Counsel,15 Bull Street,#200,Savannah,Ga,31401,2685,9125032826,8665914638,0,1,0,0,0,60,2,0,0,0,63,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6,0,0,0,1687.8225,7,0,0,0,96690.94,8,0,0,0,9,9A,0,0,0,0,9B,0,0,0,0,9C,0,0,0,0,10A,0,0,0,44.547,10B,0,0,0,73.0281,10C,0,0,0,219.296,10D,0,0,,150,10E,0,0,0,169,10F,0,0,0,112,10G,0,0,0,11,10H,0,0,0,12516.14,10I,0,0,0,160,TracyYoung,CEO
59909,2019-03-31,Amanda Logan,Corporate Counsel,15 Bull Street,#200,Savannah,Ga,31401,2685,9125032826,8665914638,0,1,0,0,259,17,2,0,0,313,17,3,0,0,243,0,4,0,0,137,0,5,0,0,79,0,6,0,0,1526.310703,433.823529,7,0,0,414283.53,14954.35,8,0,0,32,0,9A,0,0,1.703704,0,9B,0,0,2.5,0,9C,0,0,2,0,10A,0,0,0.0091,84.42,10B,0,0,13.2606,199.6821,10C,0,0,19.4725,268.78,10D,0,0,30,150,10E,0,0,678,25,10F,0,0,1688,18,10G,0,0,122,7,10H,0,0,186025.82,3350,10I,0,0,655,21,TracyYoung,CEO
59910,2019-03-31,Amanda Logan,Corporate Counsel,15 Bull Street,#200,Savannah,Ga,31401,2685,9125032826,8665914638,0,1,0,0,303,13,2,0,0,348,13,3,0,0,284,0,4,0,0,165,0,5,0,0,90,0,6,0,0,1658.34914,434.615385,7,0,0,578867.65,11232.83,8,0,0,100,0,9A,0,0,1.62963,0,9B,0,0,2.5,0,9C,0,0,1,0,10A,0,0,4.9898,185.12,10B,0,0,13.0661,200.1256,10C,0,0,20.8143,224.9867,10D,0,0,30,150,10E,0,0,914,26,10F,0,0,2132,13,10G,0,0,150,2,10H,0,0,332549.81,350,10I,0,0,875,22,TracyYoung,CEO
59912,2019-03-31,Amanda Logan,Corporate Counsel,15 Bull Street,#200,Savannah,Ga,31401,2685,9125032826,8665914638,0,1,0,0,0,130,2,0,0,0,132,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6,0,0,0,1056.996692,7,0,0,0,147500.65,8,0,0,0,24,9A,0,0,0,0,9B,0,0,0,0,9C,0,0,0,0,10A,0,0,0,49.8558,10B,0,0,0,91.0242,10C,0,0,0,258.0982,10D,0,0,,150,10E,0,0,0,358,10F,0,0,0,193,10G,0,0,0,22,10H,0,0,0,15305.35,10I,0,0,0,318,TracyYoung,CEO
59913,2019-03-31,Amanda Logan,Corporate Counsel,15 Bull Street,#200,Savannah,Ga,31401,2685,9125032826,8665914638,0,1,0,0,0,120,2,0,0,0,122,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6,0,0,0,1476.57041,7,0,0,0,192122.25,8,0,0,0,17,9A,0,0,0,0,9B,0,0,0,0,9C,0,0,0,0,10A,0,0,0,53.5757,10B,0,0,0,84.6526,10C,0,0,0,224.99,10D,0,0,,150,10E,0,0,0,331,10F,0,0,0,208,10G,0,0,0,35,10H,0,0,0,46028.85,10I,0,0,0,294,TracyYoung,CEO
59917,2019-03-31,Amanda Logan,Corporate Counsel,15 Bull Street,#200,Savannah,Ga,31401,2685,9125032826,8665914638,0,1,0,0,0,130,2,0,0,0,142,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6,0,0,0,1471.323239,7,0,0,0,174363.42,8,0,0,0,25,9A,0,0,0,0,9B,0,0,0,0,9C,0,0,0,0,10A,0,0,0,44.693,10B,0,0,0,77.6341,10C,0,0,0,222.1418,10D,0,0,,150,10E,0,0,0,360,10F,0,0,0,206,10G,0,0,0,30,10H,0,0,0,32937.49,10I,0,0,0,319,TracyYoung,CEO
59919,2019-03-31,Amanda Logan,Corporate Counsel,15 Bull Street,#200,Savannah,Ga,31401,2685,9125032826,8665914638,0,1,0,0,0,49,2,0,0,0,50,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6,0,0,0,1540.466667,7,0,0,0,64818.45,8,0,0,0,6,9A,0,0,0,0,9B,0,0,0,0,9C,0,0,0,0,10A,0,0,0,49.9808,10B,0,0,0,89.5426,10C,0,0,0,209.3257,10D,0,0,,150,10E,0,0,0,110,10F,0,0,0,64,10G,0,0,0,7,10H,0,0,0,6970.74,10I,0,0,0,112,TracyYoung,CEO
59920,2019-03-31,Amanda Logan,Corporate Counsel,15 Bull Street,#200,Savannah,Ga,31401,2685,9125032826,8665914638,0,1,0,0,0,73,2,0,0,0,74,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6,0,0,0,1807.837867,7,0,0,0,112635.71,8,0,0,0,16,9A,0,0,0,0,9B,0,0,0,0,9C,0,0,0,0,10A,0,0,0,49.5168,10B,0,0,0,73.8134,10C,0,0,0,197.9333,10D,0,0,,150,10E,0,0,0,182,10F,0,0,0,108,10G,0,0,0,11,10H,0,0,0,17497.31,10I,0,0,0,181,TracyYoung,CEO
59921,2019-03-31,Amanda Logan,Corporate Counsel,15 Bull Street,#200,Savannah,Ga,31401,2685,9125032826,8665914638,0,1,0,0,296,12,2,0,0,345,13,3,0,0,245,0,4,0,0,146,0,5,0,0,71,0,6,0,0,1043.499942,467.307692,7,0,0,361847.32,17815.95,8,0,0,78,0,9A,0,0,1.619718,0,9B,0,0,3.5,0,9C,0,0,1,0,10A,0,0,7.9898,189.39,10B,0,0,14.6999,204.9535,10C,0,0,21.7,224.99,10D,0,0,30,150,10E,0,0,903,21,10F,0,0,1996,14,10G,0,0,156,3,10H,0,0,171094.11,1550,10I,0,0,798,18,TracyYoung,CEO
59922,2019-03-31,Amanda Logan,Corporate Counsel,15 Bull Street,#200,Savannah,Ga,31401,2685,9125032826,8665914638,0,1,0,0,168,12,2,0,0,215,12,3,0,0,183,0,4,0,0,97,0,5,0,0,53,0,6,0,0,1629.579442,477.083333,7,0,0,299022.48,10797.56,8,0,0,35,0,9A,0,0,1.760417,0,9B,0,0,2.5,0,9C,0,0,1,0,10A,0,0,7.9898,86.3093,10B,0,0,12.9806,195.2188,10C,0,0,19.93,259.88,10D,0,0,30,150,10E,0,0,520,15,10F,0,0,1188,12,10G,0,0,77,2,10H,0,0,120535.31,650,10I,0,0,484,15,TracyYoung,CEO
59923,2019-03-31,Amanda Logan,Corporate Counsel,15 Bull Street,#200,Savannah,Ga,31401,2685,9125032826,8665914638,0,1,0,0,0,121,2,0,0,0,126,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6,0,0,0,1028.455556,7,0,0,0,146284.45,8,0,0,0,15,9A,0,0,0,0,9B,0,0,0,0,9C,0,0,0,0,10A,0,0,0,54.4463,10B,0,0,0,84.7091,10C,0,0,0,259.88,10D,0,0,,150,10E,0,0,0,346,10F,0,0,0,201,10G,0,0,0,34,10H,0,0,0,22160.43,10I,0,0,0,297,TracyYoung,CEO
59925,2019-03-31,Amanda Logan,Corporate Counsel,15 Bull Street,#200,Savannah,Ga,31401,2685,9125032826,8665914638,0,1,0,0,0,138,2,0,0,0,140,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6,0,0,0,1115.678571,7,0,0,0,169451.76,8,0,0,0,26,9A,0,0,0,0,9B,0,0,0,0,9C,0,0,0,0,10A,0,0,0,50.0888,10B,0,0,0,90.9112,10C,0,0,0,227.84,10D,0,0,,150,10E,0,0,0,358,10F,0,0,0,211,10G,0,0,0,32,10H,0,0,0,28497.37,10I,0,0,0,315,TracyYoung,CEO
59926,2019-03-31,Amanda Logan,Corporate Counsel,15 Bull Street,#200,Savannah,Ga,31401,2685,9125032826,8665914638,0,1,0,0,0,179,2,0,0,0,184,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6,0,0,0,1206.103135,7,0,0,0,221670.13,8,0,0,0,8,9A,0,0,0,0,9B,0,0,0,0,9C,0,0,0,0,10A,0,0,0,46.4758,10B,0,0,0,83.2286,10C,0,0,0,265.219,10D,0,0,,150,10E,0,0,0,504,10F,0,0,0,281,10G,0,0,0,35,10H,0,0,0,33645.74,10I,0,0,0,464,TracyYoung,CEO
59929,2019-03-31,Amanda Logan,Corporate Counsel,15 Bull Street,#200,Savannah,Ga,31401,2685,9125032826,8665914638,0,1,0,0,78,5,2,0,0,94,5,3,0,0,65,0,4,0,0,38,0,5,0,0,20,0,6,0,0,2285.491915,610,7,0,0,157152.41,6187.99,8,0,0,31,0,9A,0,0,1.675676,0,9B,0,0,2.5,0,9C,0,0,1,0,10A,0,0,4.9997,190.816,10B,0,0,12.4035,202.2079,10C,0,0,23.92,209.328,10D,0,0,30,150,10E,0,0,217,4,10F,0,0,512,5,10G,0,0,31,2,10H,0,0,82962.55,550,10I,0,0,204,4,TracyYoung,CEO
59932,2019-03-31,Amanda Logan,Corporate Counsel,15 Bull Street,#200,Savannah,Ga,31401,2685,9125032826,8665914638,0,1,0,0,0,101,2,0,0,0,105,3,0,0,0,1,4,0,0,0,1,5,0,0,0,0,6,0,0,0,1456.885714,7,0,0,0,146791.11,8,0,0,1,18,9A,0,0,0,1,9B,0,0,0,1,9C,0,0,0,1,10A,0,0,0,47.3591,10B,0,0,0,82.5458,10C,0,0,0,238.52,10D,0,0,,150,10E,0,0,0,245,10F,0,0,0,165,10G,0,0,0,35,10H,0,0,0,35686.89,10I,0,0,0,216,TracyYoung,CEO
59933,2019-03-31,Amanda Logan,Corporate Counsel,15 Bull Street,#200,Savannah,Ga,31401,2685,9125032826,8665914638,0,1,0,0,0,52,2,0,0,0,58,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6,0,0,0,1181.917241,7,0,0,0,69162.26,8,0,0,0,16,9A,0,0,0,0,9B,0,0,0,0,9C,0,0,0,0,10A,0,0,0,41.0276,10B,0,0,0,80.3906,10C,0,0,0,229.2633,10D,0,0,,150,10E,0,0,0,165,10F,0,0,0,90,10G,0,0,0,20,10H,0,0,0,15447.21,10I,0,0,0,144,TracyYoung,CEO
